Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6524","Charcoal","2012","2012","TJ","257","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6524","Charcoal","2013","2013","TJ","375","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6524","Charcoal","2014","2014","TJ","384","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6524","Charcoal","2015","2015","TJ","398","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6524","Charcoal","2016","2016","TJ","413","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6524","Charcoal","2017","2017","TJ","422","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6524","Charcoal","2018","2018","TJ","434","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6524","Charcoal","2019","2019","TJ","445","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6524","Charcoal","2020","2020","TJ","442","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6524","Charcoal","2021","2021","TJ","440","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6524","Charcoal","2022","2022","TJ","375","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","1991","1991","TJ","162","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","1992","1992","TJ","324","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","1993","1993","TJ","487","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","1994","1994","TJ","649","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","1995","1995","TJ","811","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","1996","1996","TJ","974","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","1997","1997","TJ","1121","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","1998","1998","TJ","1121","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","1999","1999","TJ","620","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2000","2000","TJ","620","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2001","2001","TJ","620","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2002","2002","TJ","620","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2003","2003","TJ","620","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2004","2004","TJ","620","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2005","2005","TJ","620","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2006","2006","TJ","620","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2007","2007","TJ","354","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2008","2008","TJ","174","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2009","2009","TJ","180","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2010","2010","TJ","183","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2011","2011","TJ","189","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2012","2012","TJ","257","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2013","2013","TJ","375","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2014","2014","TJ","384","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2015","2015","TJ","398","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2016","2016","TJ","413","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2017","2017","TJ","422","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2018","2018","TJ","434","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2019","2019","TJ","445","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2020","2020","TJ","442","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2021","2021","TJ","440","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6524","Charcoal","2022","2022","TJ","375","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","1990","1990","TJ","27907","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","1991","1991","TJ","27907","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","1992","1992","TJ","29689","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","1993","1993","TJ","29689","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","1994","1994","TJ","27405","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","1995","1995","TJ","27405","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","1996","1996","TJ","21997","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","1997","1997","TJ","22463","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","1998","1998","TJ","22463","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","1999","1999","TJ","23879","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2000","2000","TJ","24427","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2001","2001","TJ","24884","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2002","2002","TJ","25340","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2003","2003","TJ","26071","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2004","2004","TJ","26711","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2005","2005","TJ","27350","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2006","2006","TJ","28081","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2007","2007","TJ","29387","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2008","2008","TJ","30605","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2009","2009","TJ","31361","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2010","2010","TJ","32155","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2011","2011","TJ","32949","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2012","2012","TJ","32054","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2013","2013","TJ","30857","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2014","2014","TJ","31613","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2015","2015","TJ","31765","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2016","2016","TJ","31991","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2017","2017","TJ","32092","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2018","2018","TJ","32319","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2019","2019","TJ","32546","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2020","2020","TJ","32735","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2021","2021","TJ","33315","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5851","Energy consumption","6525","Fuelwood","2022","2022","TJ","33224","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","1990","1990","TJ","27907","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","1991","1991","TJ","27907","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","1992","1992","TJ","29689","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","1993","1993","TJ","29689","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","1994","1994","TJ","27405","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","1995","1995","TJ","27405","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","1996","1996","TJ","23806","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","1997","1997","TJ","24546","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","1998","1998","TJ","24546","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","1999","1999","TJ","25030","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2000","2000","TJ","25578","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2001","2001","TJ","26035","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2002","2002","TJ","26492","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2003","2003","TJ","27222","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2004","2004","TJ","27862","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2005","2005","TJ","28501","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2006","2006","TJ","29232","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2007","2007","TJ","30146","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2008","2008","TJ","31109","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2009","2009","TJ","31878","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2010","2010","TJ","32684","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2011","2011","TJ","33491","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2012","2012","TJ","32760","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2013","2013","TJ","31941","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2014","2014","TJ","32747","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2015","2015","TJ","32949","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2016","2016","TJ","33201","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2017","2017","TJ","33327","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2018","2018","TJ","33579","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2019","2019","TJ","33831","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2020","2020","TJ","34058","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2021","2021","TJ","34439","E","Estimated value"
"BE","Bioenergy","140","Central African Republic","5852","Energy production","6525","Fuelwood","2022","2022","TJ","34183","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","1990","1990","TJ","633","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","1991","1991","TJ","757","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","1992","1992","TJ","757","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","1993","1993","TJ","811","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","1994","1994","TJ","803","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","1995","1995","TJ","757","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","1996","1996","TJ","757","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","1997","1997","TJ","849","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","1998","1998","TJ","772","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","1999","1999","TJ","788","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2000","2000","TJ","788","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2001","2001","TJ","788","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2002","2002","TJ","788","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2003","2003","TJ","834","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2004","2004","TJ","757","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2005","2005","TJ","880","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2006","2006","TJ","880","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2007","2007","TJ","880","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2008","2008","TJ","911","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2009","2009","TJ","931","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2010","2010","TJ","872","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2011","2011","TJ","747","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2012","2012","TJ","806","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2013","2013","TJ","770","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2014","2014","TJ","829","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2015","2015","TJ","885","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2016","2016","TJ","881","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2017","2017","TJ","914","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2018","2018","TJ","949","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2019","2019","TJ","985","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2020","2020","TJ","927","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2021","2021","TJ","942","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","170","Bagasse","2022","2022","TJ","942","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","1990","1990","TJ","633","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","1991","1991","TJ","757","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","1992","1992","TJ","757","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","1993","1993","TJ","811","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","1994","1994","TJ","803","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","1995","1995","TJ","757","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","1996","1996","TJ","757","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","1997","1997","TJ","857","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","1998","1998","TJ","780","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","1999","1999","TJ","811","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2000","2000","TJ","803","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2001","2001","TJ","803","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2002","2002","TJ","803","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2003","2003","TJ","834","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2004","2004","TJ","757","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2005","2005","TJ","880","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2006","2006","TJ","880","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2007","2007","TJ","880","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2008","2008","TJ","911","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2009","2009","TJ","931","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2010","2010","TJ","872","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2011","2011","TJ","747","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2012","2012","TJ","806","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2013","2013","TJ","770","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2014","2014","TJ","829","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2015","2015","TJ","885","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2016","2016","TJ","881","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2017","2017","TJ","914","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2018","2018","TJ","949","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2019","2019","TJ","985","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2020","2020","TJ","927","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2021","2021","TJ","942","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","170","Bagasse","2022","2022","TJ","942","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","1990","1990","TJ","6781","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","1991","1991","TJ","6872","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","1992","1992","TJ","7125","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","1993","1993","TJ","7481","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","1994","1994","TJ","7684","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","1995","1995","TJ","7859","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","1996","1996","TJ","8094","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","1997","1997","TJ","8326","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","1998","1998","TJ","8611","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","1999","1999","TJ","8888","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2000","2000","TJ","9174","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2001","2001","TJ","9420","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2002","2002","TJ","9673","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2003","2003","TJ","9933","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2004","2004","TJ","10200","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2005","2005","TJ","10474","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2006","2006","TJ","10740","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2007","2007","TJ","11012","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2008","2008","TJ","11293","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2009","2009","TJ","11582","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2010","2010","TJ","11874","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2011","2011","TJ","12181","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2012","2012","TJ","12493","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2013","2013","TJ","12812","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2014","2014","TJ","13142","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2015","2015","TJ","13479","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2016","2016","TJ","13806","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2017","2017","TJ","14130","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2018","2018","TJ","14484","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2019","2019","TJ","14838","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2020","2020","TJ","15200","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2021","2021","TJ","15606","E","Estimated value"
"BE","Bioenergy","148","Chad","5851","Energy consumption","6524","Charcoal","2022","2022","TJ","15782","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","1990","1990","TJ","6781","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","1991","1991","TJ","6872","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","1992","1992","TJ","7125","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","1993","1993","TJ","7481","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","1994","1994","TJ","7684","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","1995","1995","TJ","7859","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","1996","1996","TJ","8094","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","1997","1997","TJ","8326","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","1998","1998","TJ","8611","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","1999","1999","TJ","8888","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2000","2000","TJ","9174","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2001","2001","TJ","9420","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2002","2002","TJ","9673","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2003","2003","TJ","9933","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2004","2004","TJ","10200","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2005","2005","TJ","10474","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2006","2006","TJ","10740","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2007","2007","TJ","11012","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2008","2008","TJ","11293","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2009","2009","TJ","11582","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2010","2010","TJ","11874","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2011","2011","TJ","12181","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2012","2012","TJ","12493","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2013","2013","TJ","12812","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2014","2014","TJ","13142","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2015","2015","TJ","13479","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2016","2016","TJ","13806","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2017","2017","TJ","14130","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2018","2018","TJ","14484","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2019","2019","TJ","14838","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2020","2020","TJ","15200","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2021","2021","TJ","15606","E","Estimated value"
"BE","Bioenergy","148","Chad","5852","Energy production","6524","Charcoal","2022","2022","TJ","15782","E","Estimated value"
