Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GF","Emissions from Forests","818","Egypt","5110","Area","6751","Forestland","2018","2018","3050","FAO TIER 1","1000 ha","46.356","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6751","Forestland","2019","2019","3050","FAO TIER 1","1000 ha","45.668","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6751","Forestland","2020","2020","3050","FAO TIER 1","1000 ha","44.98","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6751","Forestland","2021","2021","3050","FAO TIER 1","1000 ha","44.98","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6751","Forestland","2022","2022","3050","FAO TIER 1","1000 ha","44.98","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2023","2023","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","1990","1990","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1990","1990","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","1991","1991","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1991","1991","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","1992","1992","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1992","1992","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","1993","1993","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1993","1993","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","1994","1994","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1994","1994","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","1995","1995","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1995","1995","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","1996","1996","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1996","1996","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","1997","1997","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1997","1997","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","1998","1998","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1998","1998","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","1999","1999","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1999","1999","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2000","2000","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2000","2000","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2001","2001","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2001","2001","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2002","2002","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2002","2002","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2003","2003","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2003","2003","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2004","2004","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2004","2004","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2005","2005","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2005","2005","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2006","2006","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2006","2006","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2007","2007","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2007","2007","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2008","2008","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2008","2008","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2009","2009","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2009","2009","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2010","2010","3050","FAO TIER 1","1000 ha","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2010","2010","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2011","2011","3050","FAO TIER 1","1000 ha","3.444","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2011","2011","3050","FAO TIER 1","kt","915.1512","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2012","2012","3050","FAO TIER 1","1000 ha","3.444","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2012","2012","3050","FAO TIER 1","kt","915.1512","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2013","2013","3050","FAO TIER 1","1000 ha","3.444","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2013","2013","3050","FAO TIER 1","kt","915.1512","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2014","2014","3050","FAO TIER 1","1000 ha","3.444","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2014","2014","3050","FAO TIER 1","kt","915.1512","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2015","2015","3050","FAO TIER 1","1000 ha","3.444","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2015","2015","3050","FAO TIER 1","kt","915.1512","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2016","2016","3050","FAO TIER 1","1000 ha","0.688","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2016","2016","3050","FAO TIER 1","kt","182.8177","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2017","2017","3050","FAO TIER 1","1000 ha","0.688","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2017","2017","3050","FAO TIER 1","kt","182.8177","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2018","2018","3050","FAO TIER 1","1000 ha","0.688","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2018","2018","3050","FAO TIER 1","kt","182.8177","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2019","2019","3050","FAO TIER 1","1000 ha","0.688","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2019","2019","3050","FAO TIER 1","kt","182.8177","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2020","2020","3050","FAO TIER 1","1000 ha","0.688","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2020","2020","3050","FAO TIER 1","kt","182.8177","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2021","2021","3050","FAO TIER 1","1000 ha","0.688","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2021","2021","3050","FAO TIER 1","kt","182.8177","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2022","2022","3050","FAO TIER 1","1000 ha","0.688","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2022","2022","3050","FAO TIER 1","kt","182.8177","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","5110","Area","6750","Net Forest conversion","2023","2023","3050","FAO TIER 1","1000 ha","0.688","E","Estimated value",""
"GF","Emissions from Forests","818","Egypt","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","2023","2023","3050","FAO TIER 1","kt","182.8177","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","1990","1990","3050","FAO TIER 1","1000 ha","2699.15","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","1990","1990","3050","FAO TIER 1","kt","-5730.0833","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","1991","1991","3050","FAO TIER 1","1000 ha","2690.793","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","1991","1991","3050","FAO TIER 1","kt","-5730.0833","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","1992","1992","3050","FAO TIER 1","1000 ha","2682.436","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","1992","1992","3050","FAO TIER 1","kt","-5730.0833","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","1993","1993","3050","FAO TIER 1","1000 ha","2674.079","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","1993","1993","3050","FAO TIER 1","kt","-5730.0833","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","1994","1994","3050","FAO TIER 1","1000 ha","2665.722","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","1994","1994","3050","FAO TIER 1","kt","-5730.0833","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","1995","1995","3050","FAO TIER 1","1000 ha","2657.365","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","1995","1995","3050","FAO TIER 1","kt","-5730.0833","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","1996","1996","3050","FAO TIER 1","1000 ha","2649.008","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","1996","1996","3050","FAO TIER 1","kt","-5730.0833","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","1997","1997","3050","FAO TIER 1","1000 ha","2640.651","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","1997","1997","3050","FAO TIER 1","kt","-5730.0833","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","1998","1998","3050","FAO TIER 1","1000 ha","2632.294","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","1998","1998","3050","FAO TIER 1","kt","-5730.0833","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","1999","1999","3050","FAO TIER 1","1000 ha","2623.937","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","1999","1999","3050","FAO TIER 1","kt","-5730.0833","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2000","2000","3050","FAO TIER 1","1000 ha","2615.58","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2000","2000","3050","FAO TIER 1","kt","-5730.0833","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2001","2001","3050","FAO TIER 1","1000 ha","2607.223","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2001","2001","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2002","2002","3050","FAO TIER 1","1000 ha","2598.866","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2002","2002","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2003","2003","3050","FAO TIER 1","1000 ha","2590.509","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2003","2003","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2004","2004","3050","FAO TIER 1","1000 ha","2582.152","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2004","2004","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2005","2005","3050","FAO TIER 1","1000 ha","2573.795","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2005","2005","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2006","2006","3050","FAO TIER 1","1000 ha","2565.438","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2006","2006","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2007","2007","3050","FAO TIER 1","1000 ha","2557.081","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2007","2007","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2008","2008","3050","FAO TIER 1","1000 ha","2548.724","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2008","2008","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2009","2009","3050","FAO TIER 1","1000 ha","2540.367","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2009","2009","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2010","2010","3050","FAO TIER 1","1000 ha","2532.01","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2010","2010","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2011","2011","3050","FAO TIER 1","1000 ha","2523.652","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2011","2011","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2012","2012","3050","FAO TIER 1","1000 ha","2515.294","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2012","2012","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2013","2013","3050","FAO TIER 1","1000 ha","2506.936","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2013","2013","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2014","2014","3050","FAO TIER 1","1000 ha","2498.578","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2014","2014","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2015","2015","3050","FAO TIER 1","1000 ha","2490.22","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2016","2016","3050","FAO TIER 1","1000 ha","2481.86","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2017","2017","3050","FAO TIER 1","1000 ha","2473.5","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2018","2018","3050","FAO TIER 1","1000 ha","2465.14","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2019","2019","3050","FAO TIER 1","1000 ha","2456.78","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2020","2020","3050","FAO TIER 1","1000 ha","2448.42","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2021","2021","3050","FAO TIER 1","1000 ha","2440.06","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6751","Forestland","2022","2022","3050","FAO TIER 1","1000 ha","2431.7","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6751","Forestland","2023","2023","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6750","Net Forest conversion","1990","1990","3050","FAO TIER 1","1000 ha","20.857","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1990","1990","3050","FAO TIER 1","kt","9560.9878","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6750","Net Forest conversion","1991","1991","3050","FAO TIER 1","1000 ha","20.857","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1991","1991","3050","FAO TIER 1","kt","9560.9878","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6750","Net Forest conversion","1992","1992","3050","FAO TIER 1","1000 ha","20.857","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1992","1992","3050","FAO TIER 1","kt","9560.9878","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6750","Net Forest conversion","1993","1993","3050","FAO TIER 1","1000 ha","20.857","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1993","1993","3050","FAO TIER 1","kt","9560.9878","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6750","Net Forest conversion","1994","1994","3050","FAO TIER 1","1000 ha","20.857","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1994","1994","3050","FAO TIER 1","kt","9560.9878","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6750","Net Forest conversion","1995","1995","3050","FAO TIER 1","1000 ha","20.857","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1995","1995","3050","FAO TIER 1","kt","9560.9878","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6750","Net Forest conversion","1996","1996","3050","FAO TIER 1","1000 ha","20.857","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1996","1996","3050","FAO TIER 1","kt","9560.9878","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6750","Net Forest conversion","1997","1997","3050","FAO TIER 1","1000 ha","20.857","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1997","1997","3050","FAO TIER 1","kt","9560.9878","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6750","Net Forest conversion","1998","1998","3050","FAO TIER 1","1000 ha","20.857","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1998","1998","3050","FAO TIER 1","kt","9560.9878","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","5110","Area","6750","Net Forest conversion","1999","1999","3050","FAO TIER 1","1000 ha","20.857","E","Estimated value",""
"GF","Emissions from Forests","226","Equatorial Guinea","72332","Net emissions/removals (CO2) (Forest land)","6750","Net Forest conversion","1999","1999","3050","FAO TIER 1","kt","9560.9878","E","Estimated value",""
